C126162,Driver ICs,LED Drivers,PT4240AESOG,SOP-7_3.9x4.9x1.27P,7,PowTech(CR-PowTech(Shanghai)),Extended,SOP-7 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1804162131_PowTech-CR-PowTech-Shanghai-PT4240AESOG_C126162.pdf,1-9:0.165984252,30-99:0.111653543,1000-1999:0.088031496,2000-3999:0.086771654,10-29:0.134488189,100-499:0.092755906,4000-:0.085984252,500-999:0.089606299,0,
C126164,Driver ICs,LED Drivers,PT4515CETOW,TO-252-2,3,PowTech(CR-PowTech(Shanghai)),Extended,TO-252-2(DPAK) LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1806051222_PowTech-CR-PowTech-Shanghai-PT4515CETOW_C126164.pdf,2500-4995:0.046456693,5-45:0.081574803,150-495:0.056535433,10000-19995:0.045039370,20000-:0.044724409,50-145:0.067086614,500-2495:0.047874016,5000-9995:0.045669291,0,
C126166,Driver ICs,LED Drivers,PT4516EESH,SOP-8_EP_3.9x4.9x1.27P,8,PowTech(CR-PowTech(Shanghai)),Extended,SOP-8_EP_150mil LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1804162131_PowTech-CR-PowTech-Shanghai-PT4516EESH_C126166.pdf,20000-:0.046456693,50-145:0.072598425,500-2495:0.050078740,5000-9995:0.047559055,2500-4995:0.048346457,5-45:0.089606299,150-495:0.060314961,10000-19995:0.046929134,0,
C126206,Driver ICs,Motor Drivers,FMRX2BMS,SOP-16_3.9x10.1x1.27P,16,Shenzhen Fuman Elec,Extended,SOP-16 Motor Drivers RoHS,https://datasheet.lcsc.com/lcsc/2010160934_Shenzhen-Fuman-Elec-FMRX2BMS_C126206.pdf,30-99:0.114015748,2000-3999:0.089133858,500-999:0.091968504,4000-:0.088346457,1-9:0.168330709,10-29:0.136850394,100-499:0.095118110,1000-1999:0.090393701,0,
C126718,Driver ICs,LED Drivers,CS5817A,SOP-28_7.5x17.9x1.27P,28,CHIPSEA,Extended,LED Drivers SOP-28_300mil RoHS,https://datasheet.lcsc.com/szlcsc/CHIPSEA-CS5817A_C126718.pdf,1-9:0.707086614,10-29:0.581102362,30-99:0.489763780,100-499:0.415748031,500-999:0.401574803,1000-1999:0.395275591,2000-3999:0.390551181,4000-:0.387401575,0,
C128009,Driver ICs,LED Drivers,JXI5020GFN-B,QFN-24_EP_4.0x4.0x0.5P,24,MBI,Extended,QFN-24 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1809192231_MBI-JXI5020GFN-B_C128009.pdf,5-45:0.141259843,50-145:0.116062992,500-2495:0.082677165,5000-9995:0.078897638,150-495:0.097795276,10000-19995:0.077952756,2500-4995:0.080157480,20000-:0.077322835,0,
C128218,Driver ICs,LED Drivers,MP24833GN-Z,SOIC-8,9,Monolithic Power Systems,Extended,SOIC-8_EP_150mil LED Drivers RoHS, ,1-9:1.083464567,10-29:0.891338583,30-99:0.751181102,100-499:0.634645669,500-999:0.615748031,1000-1999:0.606299213,2000-3999:0.598425197,4000-:0.593700787,0,
C130789,Driver ICs,Motor Drivers,HR8826,HTSSOP-28_EP_4.4x9.7x0.65P,28,Jiaxing Heroic Elec Tech,Extended,Motor Drivers HTSSOP-28 RoHS,https://datasheet.lcsc.com/szlcsc/Jiaxing-Heroic-Elec-Tech-HR8826_C130789.pdf,1-9:1.601574803,10-29:1.318110236,30-99:1.113385827,100-499:0.943307087,500-999:0.914960630,1000-1999:0.900787402,2000-3999:0.889763780,4000-:0.883464567,0,
C130792,Driver ICs,Motor Drivers,HR8833,HTSSOP-16_EP_4.4x5.0x0.65P,16,Jiaxing Heroic Elec Tech,Extended,Motor Drivers HTSSOP-16 RoHS,https://datasheet.lcsc.com/szlcsc/Jiaxing-Heroic-Elec-Tech-HR8833_C130792.pdf,4000-:0.244094488,1-9:0.436220472,30-99:0.305511811,2000-3999:0.247244094,500-999:0.253543307,10-29:0.360629921,100-499:0.261417323,1000-1999:0.248818898,0,
C130797,Driver ICs,LED Drivers,RT4526GJ6(Z00),SOT-23-6L,6,Richtek Tech,Extended,SOT-23-6 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1809131545_Richtek-Tech-RT4526GJ6-Z00_C130797.pdf,2000-3999:0.070708661,1-9:0.119370079,10-29:0.087244094,30-99:0.081417323,100-499:0.075590551,1000-1999:0.071653543,500-999:0.072913386,4000-:0.070078740,0,
C132305,Driver ICs,LCD Drivers,BL55072,TSSOP-48_6.1x12.5x0.5P,48,BL(Shanghai Belling),Extended,TSSOP-48 LCD Drivers RoHS,https://datasheet.lcsc.com/lcsc/1809131518_BL-Shanghai-Belling-BL55072_C132305.pdf,500-999:0.288188976,1-9:0.494488189,30-99:0.348031496,10-29:0.409448819,100-499:0.296062992,1000-:0.283464567,0,
C134280,Driver ICs,LED Drivers,MP3387LGRT-P,WQFN-24_EP_4.0x4.0x0.5P,24,Monolithic Power Systems,Extended,LED Drivers TQFN-24 RoHS,https://datasheet.lcsc.com/szlcsc/Monolithic-Power-Systems-MPS-MP3387LGRT-P_C134280.pdf,1-9:4.352755906,10-29:3.749606299,30-99:3.637795276,100-499:3.527559055,500-999:3.478740157,1000-:3.417322835,0,
C13621,Driver ICs,Motor Drivers,L9110S,SOIC-8_3.9x4.9x1.27P,8,LG,Extended,SOIC-8_150mil Motor Drivers RoHS,https://datasheet.lcsc.com/lcsc/1808311232_LG-L9110S_C13621.pdf,1-9:0.552755906,10-29:0.448818898,30-99:0.374803150,100-499:0.313385827,500-999:0.303937008,1000-1999:0.297637795,2000-3999:0.294488189,4000-:0.291338583,0,
C138393,Driver ICs,Darlington transistor array driver,NCV1413BDR2G,SOIC-16_3.9x9.9x1.27P,16,ON Semiconductor,Extended,SOIC-16 Darlington transistor array driver RoHS,https://datasheet.lcsc.com/lcsc/1912111437_ON-Semiconductor-NCV1413BDR2G_C138393.pdf,1-9:0.401574803,10-29:0.337007874,30-99:0.291338583,100-499:0.251968504,500-999:0.245669291,1000-1999:0.242519685,2000-3999:0.240944882,4000-:0.239370079,22,
C15035,Driver ICs,LED Drivers,MP3302DJ-LF-Z,SOT-23-5,5,Monolithic Power Systems,Extended,SOT-23-5 LED Drivers RoHS, ,500-999:0.185511811,2000-3999:0.180472441,1-9:0.325149606,30-99:0.225826772,1000-1999:0.182677165,4000-:0.179055118,10-29:0.267559055,100-499:0.191496063,0,
C152340,Driver ICs,MOS Drivers,MP1907AGQ-P,QFN-10_EP_3.0x3.0x0.5P,10,Monolithic Power Systems,Extended,QFN-10_3x3x05P MOS Drivers RoHS, ,1-9:2.900787402,10-29:2.261417323,30-99:2.222047244,100-499:2.181102362,500-:2.181102362,0,
C152349,Driver ICs,LED Drivers,MP24833GN,SOIC-8_EP_3.9x4.9x1.27P,8,Monolithic Power Systems,Extended,LED Drivers SOIC-8_EP_150mil RoHS,https://datasheet.lcsc.com/szlcsc/Monolithic-Power-Systems-MPS-MP24833GN_C152349.pdf,1-9:1.689763780,10-29:1.647244094,30-99:1.414173228,100-499:1.388976378,500-:1.388976378,0,
C152737,Driver ICs,Motor Drivers,TLE5205-2G,TO-263-7L,8,Infineon Technologies,Extended,Motor Drivers TO-263-7 RoHS,https://datasheet.lcsc.com/szlcsc/Infineon-Technologies-TLE5205-2G_C152737.pdf,1-9:3.488188976,30-99:2.930708661,1000-:2.757480315,10-29:3.015748031,100-499:2.844094488,500-999:2.804724409,0,
C153720,Driver ICs,LED Drivers,PAM2841SR,MSOP-8,8,Diodes Incorporated,Extended,DC DC Regulator Step-Down Yes 2.7V 5.5V MSOP-8 LED Drivers RoHS,https://datasheet.lcsc.com/szlcsc/1810121648_Diodes-Incorporated-PAM2841SR_C153720.pdf,1-9:0.557480315,10-29:0.448818898,30-99:0.370078740,100-499:0.305511811,500-999:0.294488189,1000-1999:0.289763780,2000-3999:0.285039370,4000-:0.281889764,294,
C157476,Driver ICs,Driver ICs,AM26C31CDR,SOIC-16_3.9x9.9x1.27P,16,Texas Instruments,Extended,Driver ICs SOIC-16 RoHS,https://datasheet.lcsc.com/szlcsc/1907251002_Texas-Instruments-TI-AM26C31CDR_C157476.pdf,1-9:0.658267717,10-29:0.533858268,30-99:0.442519685,100-499:0.368503937,500-999:0.355905512,1000-:0.349606299,210,
C157731,Driver ICs,Motor Drivers,TMC262-LA,QFN-32_EP_5.0x5.0x0.5P,32,TRINAMIC Motion Control GmbH,Extended,QFN-32 Motor Drivers RoHS,https://datasheet.lcsc.com/szlcsc/1912121107_TRINAMIC-Motion-Control-GmbH-TMC262-LA_C157731.pdf,1-9:6.119685039,10-29:5.448818898,30-99:5.343307087,102-103:5.184251969,100-101:5.184251969,104-:5.184251969,0,
C161793,Driver ICs,LED Drivers,BP5136H,SOIC-8_EP_3.9x4.9x1.27P,8,BPS(Bright Power Semicon),Extended,SOIC-8_EP_150mil LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1811072112_BPS-Bright-Power-Semicon-BP5136H_C161793.pdf,1-9:0.152440945,30-99:0.106929134,1000-1999:0.087086614,10-29:0.125984252,100-499:0.091023622,500-999:0.088346457,2000-3999:0.085984252,4000-:0.085354331,0,
C164883,Driver ICs,Darlington transistor array driver,ULN2003AS16-13,SOIC-16,16,Diodes Incorporated,Extended,SO-16 Darlington transistor array driver RoHS,https://datasheet.lcsc.com/lcsc/1810201424_Diodes-Incorporated-ULN2003AS16-13_C164883.pdf,4000-:0.153858268,500-999:0.159748031,1-9:0.286929134,10-29:0.234488189,100-499:0.165086614,1000-1999:0.157165354,30-99:0.196377953,2000-3999:0.155118110,2167,
C168949,Driver ICs,LED Drivers,BCR420UFD-7,U-DFN2020-6,7,Diodes Incorporated,Extended,Linear No 40V U-DFN2020-6 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1912112237_Diodes-Incorporated-BCR420UFD-7_C168949.pdf,1-9:0.312440945,10-29:0.260472441,30-99:0.222834646,100-499:0.191653543,500-999:0.186456693,1000-1999:0.183779528,2000-3999:0.181889764,4000-:0.180472441,166,
C181594,Driver ICs,Motor Drivers,DRV8803PWPR,HTSSOP-16_EP_4.4x5.0x0.65P,16,Texas Instruments,Extended,Motor Drivers HTSSOP-16 RoHS,https://datasheet.lcsc.com/szlcsc/Texas-Instruments-TI-DRV8803PWP_C181594.pdf,10-29:1.096062992,4000-:0.938582677,500-999:0.965354331,1-9:1.385826772,30-99:1.042519685,2000-3999:0.944881890,100-499:0.988976378,1000-1999:0.954330709,0,
C182038,Driver ICs,Driver ICs,HT82K629A,SSOP-48_7.5x15.9x0.635P,48,Holtek Semicon,Extended,Driver ICs SSOP-48 RoHS,https://datasheet.lcsc.com/szlcsc/Holtek-Semicon-HT82K629A_C182038.pdf,1-9:1.348031496,10-29:1.102362205,30-99:0.924409449,100-499:0.777952756,500-999:0.752755906,1000-1999:0.740157480,2000-3999:0.730708661,4000-:0.724409449,0,
C182935,Driver ICs,LCD Drivers,RA8873ML4N,LQFP-128_14.0x14.0x0.4P,128,RAIO Tech,Extended,LQFP-128 LCD Drivers RoHS,https://datasheet.lcsc.com/szlcsc/1912111437_RAIO-Tech-RA8873ML4N_C182935.pdf,1-9:6.546456693,10-29:5.765354331,30-99:5.642519685,104-499:5.456692913,500-999:5.324409449,102-103:5.456692913,1000-:5.324409449,100-101:5.456692913,0,
C184610,Driver ICs,MOS Drivers,TC4469COE713,SOIC-16_7.5x10.3x1.27P,16,Microchip Tech,Extended,SOIC-16_300mil MOS Drivers RoHS,https://datasheet.lcsc.com/lcsc/1810061120_Microchip-Tech-TC4469COE713_C184610.pdf,1-9:1.661417323,10-29:1.240944882,30-99:1.162204724,100-499:1.085039370,500-999:1.050393701,1000-1999:1.034645669,2000-3999:1.022047244,4000-:1.012598425,0,
C194135,Driver ICs,IGBT,ACPL-W341-500E,SOP-6_6.8x4.7x1.27P,6,AVAGO(Broadcom),Extended,SO-6 IGBT RoHS,https://datasheet.lcsc.com/szlcsc/1912111437_AVAGO-Broadcom-ACPL-W341-500E_C194135.pdf,1-9:1.913385827,10-29:1.549606299,30-99:1.286614173,100-499:1.069291339,500-999:1.031496063,1000-1999:1.014173228,2000-3999:1.000000000,4000-:0.990551181,1960,
C26446,Driver ICs,LED Drivers,MP1488DJ-LF-Z,SOT-23-6L,6,Monolithic Power Systems,Extended,SOT-23-6 LED Drivers RoHS, ,10-29:0.172094488,100-499:0.123307087,4000-:0.115275591,500-999:0.119527559,2000-3999:0.116220472,1-9:0.208976378,30-99:0.145354331,1000-1999:0.117637795,2375,
C2874139,Driver ICs,LED Drivers,SM610803B,TH-18_L20.0-W27.7-P2.54-LS15.24,18,ARKLED,Extended,0.8 Inch Single Digit Display,https://us-icbuim-file.oss-us-east-1.aliyuncs.com,1-999:0.000629921,1000-:0.000157480,0,
C2874195,Driver ICs,LED Drivers,SM510803Y,TH-18_L27.7-W20.0-P2.54-LS15.24,18,ARKLED,Extended,0.8 Inch Single Digits Display,https://us-icbuim-file.oss-us-east-1.aliyuncs.com/file/0fe841e68996426acde055b1763d399f.pdf,1-999:0.000629921,1000-:0.000157480,0,
C2874196,Driver ICs,LED Drivers,SM310803U,TH-18_L27.7-W20.0-P2.54-LS15.24,18,ARKLED,Extended,0.8 Inch Single Digit Display,https://us-icbuim-file.oss-us-east-1.aliyuncs.com/file/0fe841e68996426acde055b1763d399f.pdf,1-999:0.000629921,1000-:0.000157480,0,
C2874218,Driver ICs,LED Drivers,SM810803G4,TH-18_L27.7-W20.0-P2.54-LS15.24,18,ARKLED,Extended,0.8 Inch Single Digit Display,https://us-icbuim-file.oss-us-east-1.aliyuncs.com/file/0fe841e68996426acde055b1763d399f.pdf,1-999:0.000629921,1000-:0.000157480,0,
C2874219,Driver ICs,LED Drivers,SM710803W,TH-18_L27.7-W20.0-P2.54-LS15.24,18,ARKLED,Extended,0.8 Inch Single Digit Display,https://us-icbuim-file.oss-us-east-1.aliyuncs.com/file/0fe841e68996426acde055b1763d399f.pdf,1-999:0.000629921,1000-:0.000157480,0,
C2874220,Driver ICs,LED Drivers,SM410803N,TH-18_L27.7-W20.0-P2.54-LS15.24,18,ARKLED,Extended,0.8 Inch Single Digit Display,https://us-icbuim-file.oss-us-east-1.aliyuncs.com/file/0fe841e68996426acde055b1763d399f.pdf,1-999:0.000629921,1000-:0.000157480,0,
C2888370,Driver ICs,LED Drivers,SCT2026CSOG,SOP-24_L15.3-W7.5-P1.27-LS10.3,24,SCT,Extended,16-Bit Serial LED Driver,http://www.starchips.com.tw/pdf/datasheet/SCT2026V03_01.pdf,1-999:0.000629921,1000-:0.000157480,0,
C28911,Driver ICs,Darlington transistor array driver,TD62083AFG,SOP-18_7x12.5x1.27P,18,TOSHIBA,Extended,SOIC-18_300mil Darlington transistor array driver RoHS,https://datasheet.lcsc.com/szlcsc/1810161731_TOSHIBA-TD62083AFG_C28911.pdf,1-9:0.702362205,10-29:0.579527559,30-99:0.489763780,100-499:0.415748031,500-999:0.404724409,1000-1999:0.398425197,2000-3999:0.393700787,4000-:0.390551181,0,
C328106,Driver ICs,LCD Drivers,RA8871ML4N,LQFP-128_14.0x14.0x0.4P,128,RAIO Tech,Extended,LQFP-128 LCD Drivers RoHS,https://datasheet.lcsc.com/lcsc/1912111437_RAIO-Tech-RA8871ML4N_C328106.pdf,10-29:5.459842520,104-499:5.200000000,1-9:6.119685039,30-99:5.355905512,102-103:5.200000000,500-999:5.088188976,1000-:5.088188976,100-101:5.200000000,0,
C33578,Driver ICs,LED Drivers,MP1518DJ-LF-Z,TSOT-23-6,6,Monolithic Power Systems,Extended,TSOT-23-6 LED Drivers RoHS, ,1-9:0.570078740,10-29:0.470866142,30-99:0.398425197,100-499:0.337007874,500-999:0.327559055,1000-1999:0.322834646,2000-3999:0.318110236,4000-:0.316535433,0,
C336612,Driver ICs,LED Drivers,VAS1086ID08E,SOP-8_EP_3.9x4.9x1.27P,8,Chip-lead,Extended,SOP-8_E LED Drivers RoHS,https://datasheet.lcsc.com/szlcsc/1912111437_Chip-lead-VAS1086ID08E_C336612.pdf,1-9:0.251338583,30-99:0.169779528,1000-1999:0.134330709,2000-3999:0.132598425,10-29:0.204094488,100-499:0.141574803,500-999:0.136692913,4000-:0.131338583,0,
C36555,Driver ICs,LED Drivers,MP4012DS-LF-Z,SOIC-16_3.9x9.9x1.27P,16,Monolithic Power Systems,Extended,SOIC-16_150mil LED Drivers RoHS, ,4000-:0.559055118,500-999:0.577952756,10-29:0.818897638,100-499:0.595275591,1000-1999:0.570078740,1-9:0.987401575,30-99:0.696062992,2000-3999:0.563779528,2495,
C383538,Driver ICs,IGBT,EG3112,SOIC-8_3.9x4.9x1.27P,8,EG Micro,Extended,IGBT SOIC-8_150mil RoHS,https://datasheet.lcsc.com/szlcsc/1903271112_EG-Micro-EG3112_C383538.pdf,500-999:0.203937008,10-29:0.238897638,100-499:0.210393701,1000-1999:0.200787402,1-9:0.316881890,30-99:0.224724409,2000-3999:0.198582677,4000-:0.197007874,0,
C400132,Driver ICs,Full bridge / half bridge Driver,U3215,SOP-8_3.9x4.9x1.27P,8,UNI-SEMI,Extended,SOP-8 Full bridge / half bridge Driver RoHS,https://datasheet.lcsc.com/szlcsc/2003312026_UNI-SEMI-U3215_C400132.pdf,10-29:0.148346457,100-499:0.107401575,500-999:0.104251969,1-9:0.179212598,30-99:0.125984252,1000-:0.102834646,0,
C42366,Driver ICs,LED Drivers,LM3429MHX/NOPB,HTSSOP-14_EP_4.4x5.0x0.65P,14,NS(Tex as Instruments/NS),Extended,HTSSOP-14 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/2001031412_NS-Tex-as-Instruments-NS-LM3429MHX-NOPB_C42366.pdf,1-9:1.974803150,10-29:1.639370079,100-499:1.195275591,1000-:1.143307087,500-999:1.160629921,30-99:1.395275591,0,
C436819,Driver ICs,LED Drivers,GR8762KG,SOP-8_3.9x4.9x1.27P,8,Grenergy,Extended,SOP-8 LED Drivers RoHS,https://datasheet.lcsc.com/szlcsc/2005142140_Grenergy-GR8762KG_C436819.pdf,1-9:0.425196850,10-29:0.425196850,30-199:0.425196850,200-499:0.164551181,500-999:0.158771654,1000-:0.155905512,0,
C436827,Driver ICs,Motor Drivers,GR8853AKG,SOP-8_3.9x4.9x1.27P,8,Grenergy,Extended,SOP-8 Motor Drivers RoHS,https://datasheet.lcsc.com/szlcsc/2005142141_Grenergy-GR8853AKG_C436827.pdf,1-9:0.785826772,10-29:0.785826772,30-199:0.785826772,200-499:0.303937008,500-999:0.294488189,1000-:0.288188976,0,
C459721,Driver ICs,IGBT,EG2181,SOP-8_3.9x4.9x1.27P,8,EG Micro,Extended,SOP-8 IGBT RoHS,https://datasheet.lcsc.com/szlcsc/1912111437_EG-Micro-EG2181_C459721.pdf,1-9:0.600000000,10-29:0.505511811,30-99:0.437795276,100-499:0.381102362,500-999:0.371653543,1000-1999:0.366929134,2000-3999:0.362204724,4000-:0.360629921,100,
C472518,Driver ICs,LCD Drivers,TM1622-LQFP64,LQFP-64_7.0x7.0x0.4P,64,TM(Shenzhen Titan Micro Elec),Extended,LQFP64 LCD Drivers RoHS, , ,0,
C49786,Driver ICs,Driver ICs,FTC359A,TSSOP-20_4.4x6.5x0.65P,20,FTC,Extended,Driver ICs TSSOP-20 RoHS,https://datasheet.lcsc.com/szlcsc/FTC-FTC359A_C49786.pdf,4000-:0.754330709,1-9:1.341732283,10-29:1.110236220,30-99:0.941732283,100-499:0.804724409,1000-1999:0.768503937,500-999:0.781102362,2000-3999:0.760629921,0,
C500321,Driver ICs,LED Drivers,SM16106SC,QSOP-24_3.9x8.7x0.635P,24,Shenzhen Sunmoon Micro,Extended,QSOP-24 LED Drivers RoHS, ,1-999:0.000629921,1000-:0.000196850,0,
C51041,Driver ICs,LED Drivers,PT4101B23F,SOT-23-6L,6,PowTech(CR-PowTech(Shanghai)),Extended,SOT-23-6 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1809301612_PowTech-CR-PowTech-Shanghai-PT4101B23F_C51041.pdf,5-45:0.107244094,150-495:0.074645669,10000-19995:0.065354331,50-145:0.079685039,500-2495:0.069448819,5000-9995:0.066141732,20000-:0.064724409,2500-4995:0.067244094,0,
C52261,Driver ICs,LED Drivers,MP2480DN-LF-Z,SOP-8_3.9x4.9x1.27P,8,Monolithic Power Systems,Extended,SOP-8_150mil LED Drivers RoHS, ,1-9:1.403149606,10-29:1.149606299,30-99:0.965354331,100-499:0.814173228,500-999:0.787401575,1000-:0.774803150,0,
C526277,Driver ICs,Motor Drivers,L6470PDTR,SOP-36_EP_11.0x15.9x0.65P,36,STMicroelectronics,Extended,PowerSO-36 Motor Drivers RoHS,https://datasheet.lcsc.com/szlcsc/2005061034_STMicroelectronics-L6470PDTR_C526277.pdf,1-9:7.198425197,10-29:5.960629921,30-99:5.062992126,100-499:4.322834646,500-999:4.195275591,1000-:4.133858268,0,
C56077,Driver ICs,LED Drivers,PT4117E23F,SOT-23-6L,6,PowTech(CR-PowTech(Shanghai)),Extended,SOT-23-6 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1806101811_PowTech-CR-PowTech-Shanghai-PT4117E23F_C56077.pdf,5-45:0.122834646,150-495:0.082677165,10000-19995:0.064251969,2500-4995:0.066299213,50-145:0.099527559,500-2495:0.068661417,5000-9995:0.065196850,20000-:0.063622047,0,
C60056,Driver ICs,IGBT,ACPL-W340-500E,SO-6,6,AVAGO(Broadcom),Extended,SO-6 IGBT RoHS,https://datasheet.lcsc.com/lcsc/1912111437_AVAGO-Broadcom-ACPL-W340-500E_C60056.pdf,1-9:1.146456693,10-29:0.925984252,30-99:0.766929134,100-499:0.634645669,500-999:0.612598425,1000-:0.601574803,2456,
C72869,Driver ICs,LED Drivers,IMP525EMA/T,MSOP-8_3.0x3.0x0.65P,8,Daily Silver Imp Microelectronics,Extended,MSOP-8 LED Drivers RoHS,https://datasheet.lcsc.com/lcsc/1804162024_Daily-Silver-Imp-Microelectronics-IMP525EMA-T_C72869.pdf,1-9:0.667716535,10-29:0.541732283,30-99:0.450393701,100-499:0.374803150,500-999:0.362204724,1000-1999:0.355905512,2000-3999:0.351181102,4000-:0.348031496,0,
